CCAA,INFRACCIÓN,AÑO,EDAD,SEXO,VICTIMAS
CIUDAD AUTÓNOMA DE CEUTA,FALSEDADES,2012,31-40,FEMENINO,1
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. PÚBLICA,2012,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. JUSTICIA,2012,31-40,FEMENINO,14
CIUDAD AUTÓNOMA DE CEUTA,ORDEN PÚBLICO,2012,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,LEGISLACIÓN ESPECIAL,2012,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,OTRAS INFRACCIONES PENALES,2012,31-40,FEMENINO,5
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LAS PERSONAS,2012,31-40,FEMENINO,109
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LA LIBERTAD,2012,31-40,FEMENINO,10
CIUDAD AUTÓNOMA DE MELILLA,LIBERTAD SEXUAL,2012,31-40,FEMENINO,6
CIUDAD AUTÓNOMA DE MELILLA,RELACIONES FAMILIARES,2012,31-40,FEMENINO,8
CIUDAD AUTÓNOMA DE MELILLA,PATRIMONIO,2012,31-40,FEMENINO,29
CIUDAD AUTÓNOMA DE MELILLA,SEGURIDAD COLECTIVA,2012,31-40,FEMENINO,2
CIUDAD AUTÓNOMA DE MELILLA,FALSEDADES,2012,31-40,FEMENINO,2
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. PÚBLICA,2012,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. JUSTICIA,2012,31-40,FEMENINO,4
CIUDAD AUTÓNOMA DE MELILLA,ORDEN PÚBLICO,2012,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,LEGISLACIÓN ESPECIAL,2012,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,OTRAS INFRACCIONES PENALES,2012,31-40,FEMENINO,3
EXTRANJERA,CONTRA LAS PERSONAS,2012,31-40,FEMENINO,53
EXTRANJERA,CONTRA LA LIBERTAD,2012,31-40,FEMENINO,11
EXTRANJERA,LIBERTAD SEXUAL,2012,31-40,FEMENINO,2
EXTRANJERA,RELACIONES FAMILIARES,2012,31-40,FEMENINO,14
EXTRANJERA,PATRIMONIO,2012,31-40,FEMENINO,1.447
EXTRANJERA,SEGURIDAD COLECTIVA,2012,31-40,FEMENINO,0
EXTRANJERA,FALSEDADES,2012,31-40,FEMENINO,6
EXTRANJERA,ADMÓN. PÚBLICA,2012,31-40,FEMENINO,0
EXTRANJERA,ADMÓN. JUSTICIA,2012,31-40,FEMENINO,2
EXTRANJERA,ORDEN PÚBLICO,2012,31-40,FEMENINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2012,31-40,FEMENINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2012,31-40,FEMENINO,1
DESCONOCIDA,CONTRA LAS PERSONAS,2012,31-40,FEMENINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2012,31-40,FEMENINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2012,31-40,FEMENINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2012,31-40,FEMENINO,0
DESCONOCIDA,PATRIMONIO,2012,31-40,FEMENINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2012,31-40,FEMENINO,0
DESCONOCIDA,FALSEDADES,2012,31-40,FEMENINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2012,31-40,FEMENINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2012,31-40,FEMENINO,0
DESCONOCIDA,ORDEN PÚBLICO,2012,31-40,FEMENINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2012,31-40,FEMENINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2012,31-40,FEMENINO,0
ANDALUCÍA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,9.165
ANDALUCÍA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,1.749
ANDALUCÍA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,218
ANDALUCÍA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,573
ANDALUCÍA,PATRIMONIO,2013,31-40,FEMENINO,17.994
ANDALUCÍA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,18
ANDALUCÍA,FALSEDADES,2013,31-40,FEMENINO,197
ANDALUCÍA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,1
ANDALUCÍA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,1.107
ANDALUCÍA,ORDEN PÚBLICO,2013,31-40,FEMENINO,59
ANDALUCÍA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
ANDALUCÍA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,89
ARAGÓN,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,951
ARAGÓN,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,208
ARAGÓN,LIBERTAD SEXUAL,2013,31-40,FEMENINO,36
ARAGÓN,RELACIONES FAMILIARES,2013,31-40,FEMENINO,61
ARAGÓN,PATRIMONIO,2013,31-40,FEMENINO,1.925
ARAGÓN,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,4
ARAGÓN,FALSEDADES,2013,31-40,FEMENINO,18
ARAGÓN,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
ARAGÓN,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,111
ARAGÓN,ORDEN PÚBLICO,2013,31-40,FEMENINO,4
ARAGÓN,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
ARAGÓN,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,12
ASTURIAS (PRINCIPADO DE),CONTRA LAS PERSONAS,2013,31-40,FEMENINO,861
ASTURIAS (PRINCIPADO DE),CONTRA LA LIBERTAD,2013,31-40,FEMENINO,110
ASTURIAS (PRINCIPADO DE),LIBERTAD SEXUAL,2013,31-40,FEMENINO,16
ASTURIAS (PRINCIPADO DE),RELACIONES FAMILIARES,2013,31-40,FEMENINO,67
ASTURIAS (PRINCIPADO DE),PATRIMONIO,2013,31-40,FEMENINO,1.680
ASTURIAS (PRINCIPADO DE),SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,1
ASTURIAS (PRINCIPADO DE),FALSEDADES,2013,31-40,FEMENINO,13
ASTURIAS (PRINCIPADO DE),ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. JUSTICIA,2013,31-40,FEMENINO,91
ASTURIAS (PRINCIPADO DE),ORDEN PÚBLICO,2013,31-40,FEMENINO,6
ASTURIAS (PRINCIPADO DE),LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
ASTURIAS (PRINCIPADO DE),OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,4
BALEARS (ILLES),CONTRA LAS PERSONAS,2013,31-40,FEMENINO,1.412
BALEARS (ILLES),CONTRA LA LIBERTAD,2013,31-40,FEMENINO,265
BALEARS (ILLES),LIBERTAD SEXUAL,2013,31-40,FEMENINO,48
BALEARS (ILLES),RELACIONES FAMILIARES,2013,31-40,FEMENINO,86
BALEARS (ILLES),PATRIMONIO,2013,31-40,FEMENINO,3.528
BALEARS (ILLES),SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,7
BALEARS (ILLES),FALSEDADES,2013,31-40,FEMENINO,19
BALEARS (ILLES),ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
BALEARS (ILLES),ADMÓN. JUSTICIA,2013,31-40,FEMENINO,160
BALEARS (ILLES),ORDEN PÚBLICO,2013,31-40,FEMENINO,2
BALEARS (ILLES),LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
BALEARS (ILLES),OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,11
CANARIAS,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,3.055
CANARIAS,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,461
CANARIAS,LIBERTAD SEXUAL,2013,31-40,FEMENINO,57
CANARIAS,RELACIONES FAMILIARES,2013,31-40,FEMENINO,421
CANARIAS,PATRIMONIO,2013,31-40,FEMENINO,4.530
CANARIAS,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,5
CANARIAS,FALSEDADES,2013,31-40,FEMENINO,38
CANARIAS,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
CANARIAS,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,276
CANARIAS,ORDEN PÚBLICO,2013,31-40,FEMENINO,15
CANARIAS,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
CANARIAS,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,6
CANTABRIA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,469
CANTABRIA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,62
CANTABRIA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,6
CANTABRIA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,21
CANTABRIA,PATRIMONIO,2013,31-40,FEMENINO,1.029
CANTABRIA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
CANTABRIA,FALSEDADES,2013,31-40,FEMENINO,3
CANTABRIA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
CANTABRIA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,51
CANTABRIA,ORDEN PÚBLICO,2013,31-40,FEMENINO,4
CANTABRIA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
CANTABRIA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,1
CASTILLA Y LEÓN,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,1.766
CASTILLA Y LEÓN,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,306
CASTILLA Y LEÓN,LIBERTAD SEXUAL,2013,31-40,FEMENINO,29
CASTILLA Y LEÓN,RELACIONES FAMILIARES,2013,31-40,FEMENINO,106
CASTILLA Y LEÓN,PATRIMONIO,2013,31-40,FEMENINO,3.853
CASTILLA Y LEÓN,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,2
CASTILLA Y LEÓN,FALSEDADES,2013,31-40,FEMENINO,21
CASTILLA Y LEÓN,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
CASTILLA Y LEÓN,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,165
CASTILLA Y LEÓN,ORDEN PÚBLICO,2013,31-40,FEMENINO,5
CASTILLA Y LEÓN,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
CASTILLA Y LEÓN,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,12
CASTILLA - LA MANCHA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,1.656
CASTILLA - LA MANCHA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,324
CASTILLA - LA MANCHA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,36
CASTILLA - LA MANCHA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,135
CASTILLA - LA MANCHA,PATRIMONIO,2013,31-40,FEMENINO,2.279
CASTILLA - LA MANCHA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,4
CASTILLA - LA MANCHA,FALSEDADES,2013,31-40,FEMENINO,40
CASTILLA - LA MANCHA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
CASTILLA - LA MANCHA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,179
CASTILLA - LA MANCHA,ORDEN PÚBLICO,2013,31-40,FEMENINO,18
CASTILLA - LA MANCHA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
CASTILLA - LA MANCHA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,12
CATALUÑA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,37
CATALUÑA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,9
CATALUÑA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,57
CATALUÑA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,14
CATALUÑA,PATRIMONIO,2013,31-40,FEMENINO,309
CATALUÑA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
CATALUÑA,FALSEDADES,2013,31-40,FEMENINO,35
CATALUÑA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
CATALUÑA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,3
CATALUÑA,ORDEN PÚBLICO,2013,31-40,FEMENINO,0
CATALUÑA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
CATALUÑA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,9
COMUNITAT VALENCIANA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,5.133
COMUNITAT VALENCIANA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,963
COMUNITAT VALENCIANA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,199
COMUNITAT VALENCIANA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,300
COMUNITAT VALENCIANA,PATRIMONIO,2013,31-40,FEMENINO,9.971
COMUNITAT VALENCIANA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,18
COMUNITAT VALENCIANA,FALSEDADES,2013,31-40,FEMENINO,108
COMUNITAT VALENCIANA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
COMUNITAT VALENCIANA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,732
COMUNITAT VALENCIANA,ORDEN PÚBLICO,2013,31-40,FEMENINO,34
COMUNITAT VALENCIANA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
COMUNITAT VALENCIANA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,39
EXTREMADURA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,819
EXTREMADURA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,154
EXTREMADURA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,18
EXTREMADURA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,73
EXTREMADURA,PATRIMONIO,2013,31-40,FEMENINO,1.350
EXTREMADURA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,2
EXTREMADURA,FALSEDADES,2013,31-40,FEMENINO,16
EXTREMADURA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
EXTREMADURA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,100
EXTREMADURA,ORDEN PÚBLICO,2013,31-40,FEMENINO,5
EXTREMADURA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
EXTREMADURA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,19
GALICIA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,2.093
GALICIA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,397
GALICIA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,53
GALICIA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,87
GALICIA,PATRIMONIO,2013,31-40,FEMENINO,3.692
GALICIA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,8
GALICIA,FALSEDADES,2013,31-40,FEMENINO,59
GALICIA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,3
GALICIA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,225
GALICIA,ORDEN PÚBLICO,2013,31-40,FEMENINO,20
GALICIA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
GALICIA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,8
MADRID (COMUNIDAD DE),CONTRA LAS PERSONAS,2013,31-40,FEMENINO,5.731
MADRID (COMUNIDAD DE),CONTRA LA LIBERTAD,2013,31-40,FEMENINO,635
MADRID (COMUNIDAD DE),LIBERTAD SEXUAL,2013,31-40,FEMENINO,200
MADRID (COMUNIDAD DE),RELACIONES FAMILIARES,2013,31-40,FEMENINO,379
MADRID (COMUNIDAD DE),PATRIMONIO,2013,31-40,FEMENINO,22.376
MADRID (COMUNIDAD DE),SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,6
MADRID (COMUNIDAD DE),FALSEDADES,2013,31-40,FEMENINO,162
MADRID (COMUNIDAD DE),ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
MADRID (COMUNIDAD DE),ADMÓN. JUSTICIA,2013,31-40,FEMENINO,478
MADRID (COMUNIDAD DE),ORDEN PÚBLICO,2013,31-40,FEMENINO,26
MADRID (COMUNIDAD DE),LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
MADRID (COMUNIDAD DE),OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,31
MURCIA (REGIÓN DE),CONTRA LAS PERSONAS,2013,31-40,FEMENINO,1.592
MURCIA (REGIÓN DE),CONTRA LA LIBERTAD,2013,31-40,FEMENINO,288
MURCIA (REGIÓN DE),LIBERTAD SEXUAL,2013,31-40,FEMENINO,62
MURCIA (REGIÓN DE),RELACIONES FAMILIARES,2013,31-40,FEMENINO,252
MURCIA (REGIÓN DE),PATRIMONIO,2013,31-40,FEMENINO,2.819
MURCIA (REGIÓN DE),SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
MURCIA (REGIÓN DE),FALSEDADES,2013,31-40,FEMENINO,20
MURCIA (REGIÓN DE),ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
MURCIA (REGIÓN DE),ADMÓN. JUSTICIA,2013,31-40,FEMENINO,189
MURCIA (REGIÓN DE),ORDEN PÚBLICO,2013,31-40,FEMENINO,4
MURCIA (REGIÓN DE),LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
MURCIA (REGIÓN DE),OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,14
NAVARRA (COMUNIDAD FORAL DE),CONTRA LAS PERSONAS,2013,31-40,FEMENINO,507
NAVARRA (COMUNIDAD FORAL DE),CONTRA LA LIBERTAD,2013,31-40,FEMENINO,161
NAVARRA (COMUNIDAD FORAL DE),LIBERTAD SEXUAL,2013,31-40,FEMENINO,14
NAVARRA (COMUNIDAD FORAL DE),RELACIONES FAMILIARES,2013,31-40,FEMENINO,38
NAVARRA (COMUNIDAD FORAL DE),PATRIMONIO,2013,31-40,FEMENINO,1.133
NAVARRA (COMUNIDAD FORAL DE),SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),FALSEDADES,2013,31-40,FEMENINO,20
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. PÚBLICA,2013,31-40,FEMENINO,2
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. JUSTICIA,2013,31-40,FEMENINO,46
NAVARRA (COMUNIDAD FORAL DE),ORDEN PÚBLICO,2013,31-40,FEMENINO,2
NAVARRA (COMUNIDAD FORAL DE),LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,17
PAÍS VASCO,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,9
PAÍS VASCO,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,3
PAÍS VASCO,LIBERTAD SEXUAL,2013,31-40,FEMENINO,0
PAÍS VASCO,RELACIONES FAMILIARES,2013,31-40,FEMENINO,4
PAÍS VASCO,PATRIMONIO,2013,31-40,FEMENINO,116
PAÍS VASCO,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
PAÍS VASCO,FALSEDADES,2013,31-40,FEMENINO,3
PAÍS VASCO,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
PAÍS VASCO,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,1
PAÍS VASCO,ORDEN PÚBLICO,2013,31-40,FEMENINO,0
PAÍS VASCO,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
PAÍS VASCO,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,2
RIOJA (LA),CONTRA LAS PERSONAS,2013,31-40,FEMENINO,229
RIOJA (LA),CONTRA LA LIBERTAD,2013,31-40,FEMENINO,36
RIOJA (LA),LIBERTAD SEXUAL,2013,31-40,FEMENINO,3
RIOJA (LA),RELACIONES FAMILIARES,2013,31-40,FEMENINO,13
RIOJA (LA),PATRIMONIO,2013,31-40,FEMENINO,521
RIOJA (LA),SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
RIOJA (LA),FALSEDADES,2013,31-40,FEMENINO,6
RIOJA (LA),ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
RIOJA (LA),ADMÓN. JUSTICIA,2013,31-40,FEMENINO,29
RIOJA (LA),ORDEN PÚBLICO,2013,31-40,FEMENINO,6
RIOJA (LA),LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
RIOJA (LA),OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,77
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,18
CIUDAD AUTÓNOMA DE CEUTA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,1
CIUDAD AUTÓNOMA DE CEUTA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,25
CIUDAD AUTÓNOMA DE CEUTA,PATRIMONIO,2013,31-40,FEMENINO,14
CIUDAD AUTÓNOMA DE CEUTA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,FALSEDADES,2013,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,6
CIUDAD AUTÓNOMA DE CEUTA,ORDEN PÚBLICO,2013,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,3
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,109
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,15
CIUDAD AUTÓNOMA DE MELILLA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,6
CIUDAD AUTÓNOMA DE MELILLA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,5
CIUDAD AUTÓNOMA DE MELILLA,PATRIMONIO,2013,31-40,FEMENINO,51
CIUDAD AUTÓNOMA DE MELILLA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,FALSEDADES,2013,31-40,FEMENINO,1
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,4
CIUDAD AUTÓNOMA DE MELILLA,ORDEN PÚBLICO,2013,31-40,FEMENINO,2
CIUDAD AUTÓNOMA DE MELILLA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,7
EXTRANJERA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,54
EXTRANJERA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,20
EXTRANJERA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,2
EXTRANJERA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,30
EXTRANJERA,PATRIMONIO,2013,31-40,FEMENINO,1.746
EXTRANJERA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
EXTRANJERA,FALSEDADES,2013,31-40,FEMENINO,5
EXTRANJERA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,1
EXTRANJERA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,6
EXTRANJERA,ORDEN PÚBLICO,2013,31-40,FEMENINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,2
DESCONOCIDA,CONTRA LAS PERSONAS,2013,31-40,FEMENINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2013,31-40,FEMENINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2013,31-40,FEMENINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2013,31-40,FEMENINO,0
DESCONOCIDA,PATRIMONIO,2013,31-40,FEMENINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2013,31-40,FEMENINO,0
DESCONOCIDA,FALSEDADES,2013,31-40,FEMENINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2013,31-40,FEMENINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2013,31-40,FEMENINO,0
DESCONOCIDA,ORDEN PÚBLICO,2013,31-40,FEMENINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2013,31-40,FEMENINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2013,31-40,FEMENINO,0
ANDALUCÍA,CONTRA LAS PERSONAS,2014,31-40,FEMENINO,9.891
ANDALUCÍA,CONTRA LA LIBERTAD,2014,31-40,FEMENINO,1.609
ANDALUCÍA,LIBERTAD SEXUAL,2014,31-40,FEMENINO,228
ANDALUCÍA,RELACIONES FAMILIARES,2014,31-40,FEMENINO,607
ANDALUCÍA,PATRIMONIO,2014,31-40,FEMENINO,16.270
ANDALUCÍA,SEGURIDAD COLECTIVA,2014,31-40,FEMENINO,21
ANDALUCÍA,FALSEDADES,2014,31-40,FEMENINO,205
ANDALUCÍA,ADMÓN. PÚBLICA,2014,31-40,FEMENINO,1
ANDALUCÍA,ADMÓN. JUSTICIA,2014,31-40,FEMENINO,1.097
ANDALUCÍA,ORDEN PÚBLICO,2014,31-40,FEMENINO,47
ANDALUCÍA,LEGISLACIÓN ESPECIAL,2014,31-40,FEMENINO,0
ANDALUCÍA,OTRAS INFRACCIONES PENALES,2014,31-40,FEMENINO,106
ARAGÓN,CONTRA LAS PERSONAS,2014,31-40,FEMENINO,893
ARAGÓN,CONTRA LA LIBERTAD,2014,31-40,FEMENINO,175
ARAGÓN,LIBERTAD SEXUAL,2014,31-40,FEMENINO,28
ARAGÓN,RELACIONES FAMILIARES,2014,31-40,FEMENINO,84
ARAGÓN,PATRIMONIO,2014,31-40,FEMENINO,1.840
ARAGÓN,SEGURIDAD COLECTIVA,2014,31-40,FEMENINO,5
ARAGÓN,FALSEDADES,2014,31-40,FEMENINO,11
ARAGÓN,ADMÓN. PÚBLICA,2014,31-40,FEMENINO,0
ARAGÓN,ADMÓN. JUSTICIA,2014,31-40,FEMENINO,117
ARAGÓN,ORDEN PÚBLICO,2014,31-40,FEMENINO,3
ARAGÓN,LEGISLACIÓN ESPECIAL,2014,31-40,FEMENINO,0
ARAGÓN,OTRAS INFRACCIONES PENALES,2014,31-40,FEMENINO,11
ASTURIAS (PRINCIPADO DE),CONTRA LAS PERSONAS,2014,31-40,FEMENINO,829
ASTURIAS (PRINCIPADO DE),CONTRA LA LIBERTAD,2014,31-40,FEMENINO,96
ASTURIAS (PRINCIPADO DE),LIBERTAD SEXUAL,2014,31-40,FEMENINO,18
ASTURIAS (PRINCIPADO DE),RELACIONES FAMILIARES,2014,31-40,FEMENINO,59
