CCAA,INFRACCIÓN,AÑO,EDAD,SEXO,VICTIMAS
BALEARS (ILLES),LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
BALEARS (ILLES),OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,60
CANARIAS,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,3599
CANARIAS,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,492
CANARIAS,LIBERTAD SEXUAL,2011,18-30,FEMENINO,160
CANARIAS,RELACIONES FAMILIARES,2011,18-30,FEMENINO,173
CANARIAS,PATRIMONIO,2011,18-30,FEMENINO,4110
CANARIAS,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,9
CANARIAS,FALSEDADES,2011,18-30,FEMENINO,31
CANARIAS,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
CANARIAS,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,200
CANARIAS,ORDEN PÚBLICO,2011,18-30,FEMENINO,7
CANARIAS,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
CANARIAS,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,5
CANTABRIA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,534
CANTABRIA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,77
CANTABRIA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,20
CANTABRIA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,4
CANTABRIA,PATRIMONIO,2011,18-30,FEMENINO,734
CANTABRIA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,0
CANTABRIA,FALSEDADES,2011,18-30,FEMENINO,2
CANTABRIA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
CANTABRIA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,31
CANTABRIA,ORDEN PÚBLICO,2011,18-30,FEMENINO,1
CANTABRIA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
CANTABRIA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,1
CASTILLA Y LEÓN,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,2228
CASTILLA Y LEÓN,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,259
CASTILLA Y LEÓN,LIBERTAD SEXUAL,2011,18-30,FEMENINO,101
CASTILLA Y LEÓN,RELACIONES FAMILIARES,2011,18-30,FEMENINO,39
CASTILLA Y LEÓN,PATRIMONIO,2011,18-30,FEMENINO,4330
CASTILLA Y LEÓN,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,3
CASTILLA Y LEÓN,FALSEDADES,2011,18-30,FEMENINO,23
CASTILLA Y LEÓN,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
CASTILLA Y LEÓN,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,153
CASTILLA Y LEÓN,ORDEN PÚBLICO,2011,18-30,FEMENINO,10
CASTILLA Y LEÓN,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
CASTILLA Y LEÓN,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,8
CASTILLA - LA MANCHA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,2123
CASTILLA - LA MANCHA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,329
CASTILLA - LA MANCHA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,102
CASTILLA - LA MANCHA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,48
CASTILLA - LA MANCHA,PATRIMONIO,2011,18-30,FEMENINO,2119
CASTILLA - LA MANCHA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,2
CASTILLA - LA MANCHA,FALSEDADES,2011,18-30,FEMENINO,38
CASTILLA - LA MANCHA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,1
CASTILLA - LA MANCHA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,106
CASTILLA - LA MANCHA,ORDEN PÚBLICO,2011,18-30,FEMENINO,13
CASTILLA - LA MANCHA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
CASTILLA - LA MANCHA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,21
CATALUÑA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,39
CATALUÑA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,25
CATALUÑA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,133
CATALUÑA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,4
CATALUÑA,PATRIMONIO,2011,18-30,FEMENINO,396
CATALUÑA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,0
CATALUÑA,FALSEDADES,2011,18-30,FEMENINO,34
CATALUÑA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
CATALUÑA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,6
CATALUÑA,ORDEN PÚBLICO,2011,18-30,FEMENINO,4
CATALUÑA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
CATALUÑA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,44
COMUNITAT VALENCIANA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,5817
COMUNITAT VALENCIANA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,1013
COMUNITAT VALENCIANA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,435
COMUNITAT VALENCIANA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,157
COMUNITAT VALENCIANA,PATRIMONIO,2011,18-30,FEMENINO,12289
COMUNITAT VALENCIANA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,13
COMUNITAT VALENCIANA,FALSEDADES,2011,18-30,FEMENINO,132
COMUNITAT VALENCIANA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
COMUNITAT VALENCIANA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,500
COMUNITAT VALENCIANA,ORDEN PÚBLICO,2011,18-30,FEMENINO,33
COMUNITAT VALENCIANA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
COMUNITAT VALENCIANA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,87
EXTREMADURA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,1013
EXTREMADURA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,163
EXTREMADURA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,58
EXTREMADURA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,37
EXTREMADURA,PATRIMONIO,2011,18-30,FEMENINO,1310
EXTREMADURA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,1
EXTREMADURA,FALSEDADES,2011,18-30,FEMENINO,16
EXTREMADURA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
EXTREMADURA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,76
EXTREMADURA,ORDEN PÚBLICO,2011,18-30,FEMENINO,6
EXTREMADURA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
EXTREMADURA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,8
GALICIA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,2192
GALICIA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,344
GALICIA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,97
GALICIA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,27
GALICIA,PATRIMONIO,2011,18-30,FEMENINO,3917
GALICIA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,4
GALICIA,FALSEDADES,2011,18-30,FEMENINO,24
GALICIA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
GALICIA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,96
GALICIA,ORDEN PÚBLICO,2011,18-30,FEMENINO,8
GALICIA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
GALICIA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,5
MADRID (COMUNIDAD DE),CONTRA LAS PERSONAS,2011,18-30,FEMENINO,6441
MADRID (COMUNIDAD DE),CONTRA LA LIBERTAD,2011,18-30,FEMENINO,812
MADRID (COMUNIDAD DE),LIBERTAD SEXUAL,2011,18-30,FEMENINO,495
MADRID (COMUNIDAD DE),RELACIONES FAMILIARES,2011,18-30,FEMENINO,150
MADRID (COMUNIDAD DE),PATRIMONIO,2011,18-30,FEMENINO,25674
MADRID (COMUNIDAD DE),SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,10
MADRID (COMUNIDAD DE),FALSEDADES,2011,18-30,FEMENINO,231
MADRID (COMUNIDAD DE),ADMÓN. PÚBLICA,2011,18-30,FEMENINO,1
MADRID (COMUNIDAD DE),ADMÓN. JUSTICIA,2011,18-30,FEMENINO,498
MADRID (COMUNIDAD DE),ORDEN PÚBLICO,2011,18-30,FEMENINO,25
MADRID (COMUNIDAD DE),LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
MADRID (COMUNIDAD DE),OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,52
MURCIA (REGIÓN DE),CONTRA LAS PERSONAS,2011,18-30,FEMENINO,1877
MURCIA (REGIÓN DE),CONTRA LA LIBERTAD,2011,18-30,FEMENINO,340
MURCIA (REGIÓN DE),LIBERTAD SEXUAL,2011,18-30,FEMENINO,109
MURCIA (REGIÓN DE),RELACIONES FAMILIARES,2011,18-30,FEMENINO,130
MURCIA (REGIÓN DE),PATRIMONIO,2011,18-30,FEMENINO,2201
MURCIA (REGIÓN DE),SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,4
MURCIA (REGIÓN DE),FALSEDADES,2011,18-30,FEMENINO,42
MURCIA (REGIÓN DE),ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
MURCIA (REGIÓN DE),ADMÓN. JUSTICIA,2011,18-30,FEMENINO,116
MURCIA (REGIÓN DE),ORDEN PÚBLICO,2011,18-30,FEMENINO,9
MURCIA (REGIÓN DE),LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
MURCIA (REGIÓN DE),OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,15
NAVARRA (COMUNIDAD FORAL DE),CONTRA LAS PERSONAS,2011,18-30,FEMENINO,450
NAVARRA (COMUNIDAD FORAL DE),CONTRA LA LIBERTAD,2011,18-30,FEMENINO,136
NAVARRA (COMUNIDAD FORAL DE),LIBERTAD SEXUAL,2011,18-30,FEMENINO,30
NAVARRA (COMUNIDAD FORAL DE),RELACIONES FAMILIARES,2011,18-30,FEMENINO,7
NAVARRA (COMUNIDAD FORAL DE),PATRIMONIO,2011,18-30,FEMENINO,1148
NAVARRA (COMUNIDAD FORAL DE),SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,2
NAVARRA (COMUNIDAD FORAL DE),FALSEDADES,2011,18-30,FEMENINO,22
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. PÚBLICA,2011,18-30,FEMENINO,6
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. JUSTICIA,2011,18-30,FEMENINO,26
NAVARRA (COMUNIDAD FORAL DE),ORDEN PÚBLICO,2011,18-30,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,31
PAÍS VASCO,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,13
PAÍS VASCO,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,5
PAÍS VASCO,LIBERTAD SEXUAL,2011,18-30,FEMENINO,5
PAÍS VASCO,RELACIONES FAMILIARES,2011,18-30,FEMENINO,0
PAÍS VASCO,PATRIMONIO,2011,18-30,FEMENINO,161
PAÍS VASCO,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,0
PAÍS VASCO,FALSEDADES,2011,18-30,FEMENINO,10
PAÍS VASCO,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
PAÍS VASCO,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,2
PAÍS VASCO,ORDEN PÚBLICO,2011,18-30,FEMENINO,0
PAÍS VASCO,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
PAÍS VASCO,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,6
RIOJA (LA),CONTRA LAS PERSONAS,2011,18-30,FEMENINO,305
RIOJA (LA),CONTRA LA LIBERTAD,2011,18-30,FEMENINO,32
RIOJA (LA),LIBERTAD SEXUAL,2011,18-30,FEMENINO,24
RIOJA (LA),RELACIONES FAMILIARES,2011,18-30,FEMENINO,0
RIOJA (LA),PATRIMONIO,2011,18-30,FEMENINO,503
RIOJA (LA),SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,0
RIOJA (LA),FALSEDADES,2011,18-30,FEMENINO,4
RIOJA (LA),ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
RIOJA (LA),ADMÓN. JUSTICIA,2011,18-30,FEMENINO,15
RIOJA (LA),ORDEN PÚBLICO,2011,18-30,FEMENINO,0
RIOJA (LA),LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
RIOJA (LA),OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,1
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,162
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,76
CIUDAD AUTÓNOMA DE CEUTA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,3
CIUDAD AUTÓNOMA DE CEUTA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,13
CIUDAD AUTÓNOMA DE CEUTA,PATRIMONIO,2011,18-30,FEMENINO,26
CIUDAD AUTÓNOMA DE CEUTA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,FALSEDADES,2011,18-30,FEMENINO,3
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,6
CIUDAD AUTÓNOMA DE CEUTA,ORDEN PÚBLICO,2011,18-30,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,20
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,194
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,16
CIUDAD AUTÓNOMA DE MELILLA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,8
CIUDAD AUTÓNOMA DE MELILLA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,6
CIUDAD AUTÓNOMA DE MELILLA,PATRIMONIO,2011,18-30,FEMENINO,60
CIUDAD AUTÓNOMA DE MELILLA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,1
CIUDAD AUTÓNOMA DE MELILLA,FALSEDADES,2011,18-30,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,9
CIUDAD AUTÓNOMA DE MELILLA,ORDEN PÚBLICO,2011,18-30,FEMENINO,2
CIUDAD AUTÓNOMA DE MELILLA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,20
EXTRANJERA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,50
EXTRANJERA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,21
EXTRANJERA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,4
EXTRANJERA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,13
EXTRANJERA,PATRIMONIO,2011,18-30,FEMENINO,1199
EXTRANJERA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,0
EXTRANJERA,FALSEDADES,2011,18-30,FEMENINO,5
EXTRANJERA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
EXTRANJERA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,2
EXTRANJERA,ORDEN PÚBLICO,2011,18-30,FEMENINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,1
DESCONOCIDA,CONTRA LAS PERSONAS,2011,18-30,FEMENINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2011,18-30,FEMENINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2011,18-30,FEMENINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2011,18-30,FEMENINO,0
DESCONOCIDA,PATRIMONIO,2011,18-30,FEMENINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2011,18-30,FEMENINO,0
DESCONOCIDA,FALSEDADES,2011,18-30,FEMENINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2011,18-30,FEMENINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2011,18-30,FEMENINO,0
DESCONOCIDA,ORDEN PÚBLICO,2011,18-30,FEMENINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2011,18-30,FEMENINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2011,18-30,FEMENINO,0
ANDALUCÍA,CONTRA LAS PERSONAS,2012,18-30,FEMENINO,10640
ANDALUCÍA,CONTRA LA LIBERTAD,2012,18-30,FEMENINO,1845
ANDALUCÍA,LIBERTAD SEXUAL,2012,18-30,FEMENINO,499
ANDALUCÍA,RELACIONES FAMILIARES,2012,18-30,FEMENINO,284
ANDALUCÍA,PATRIMONIO,2012,18-30,FEMENINO,20888
ANDALUCÍA,SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,31
ANDALUCÍA,FALSEDADES,2012,18-30,FEMENINO,221
ANDALUCÍA,ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
ANDALUCÍA,ADMÓN. JUSTICIA,2012,18-30,FEMENINO,1166
ANDALUCÍA,ORDEN PÚBLICO,2012,18-30,FEMENINO,32
ANDALUCÍA,LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
ANDALUCÍA,OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,76
ARAGÓN,CONTRA LAS PERSONAS,2012,18-30,FEMENINO,1040
ARAGÓN,CONTRA LA LIBERTAD,2012,18-30,FEMENINO,213
ARAGÓN,LIBERTAD SEXUAL,2012,18-30,FEMENINO,70
ARAGÓN,RELACIONES FAMILIARES,2012,18-30,FEMENINO,26
ARAGÓN,PATRIMONIO,2012,18-30,FEMENINO,2594
ARAGÓN,SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,1
ARAGÓN,FALSEDADES,2012,18-30,FEMENINO,19
ARAGÓN,ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
ARAGÓN,ADMÓN. JUSTICIA,2012,18-30,FEMENINO,111
ARAGÓN,ORDEN PÚBLICO,2012,18-30,FEMENINO,9
ARAGÓN,LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
ARAGÓN,OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,12
ASTURIAS (PRINCIPADO DE),CONTRA LAS PERSONAS,2012,18-30,FEMENINO,854
ASTURIAS (PRINCIPADO DE),CONTRA LA LIBERTAD,2012,18-30,FEMENINO,98
ASTURIAS (PRINCIPADO DE),LIBERTAD SEXUAL,2012,18-30,FEMENINO,37
ASTURIAS (PRINCIPADO DE),RELACIONES FAMILIARES,2012,18-30,FEMENINO,33
ASTURIAS (PRINCIPADO DE),PATRIMONIO,2012,18-30,FEMENINO,2160
ASTURIAS (PRINCIPADO DE),SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,0
ASTURIAS (PRINCIPADO DE),FALSEDADES,2012,18-30,FEMENINO,6
ASTURIAS (PRINCIPADO DE),ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. JUSTICIA,2012,18-30,FEMENINO,78
ASTURIAS (PRINCIPADO DE),ORDEN PÚBLICO,2012,18-30,FEMENINO,4
ASTURIAS (PRINCIPADO DE),LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
ASTURIAS (PRINCIPADO DE),OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,4
BALEARS (ILLES),CONTRA LAS PERSONAS,2012,18-30,FEMENINO,1649
BALEARS (ILLES),CONTRA LA LIBERTAD,2012,18-30,FEMENINO,280
BALEARS (ILLES),LIBERTAD SEXUAL,2012,18-30,FEMENINO,164
BALEARS (ILLES),RELACIONES FAMILIARES,2012,18-30,FEMENINO,44
BALEARS (ILLES),PATRIMONIO,2012,18-30,FEMENINO,4869
BALEARS (ILLES),SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,7
BALEARS (ILLES),FALSEDADES,2012,18-30,FEMENINO,30
BALEARS (ILLES),ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
BALEARS (ILLES),ADMÓN. JUSTICIA,2012,18-30,FEMENINO,167
BALEARS (ILLES),ORDEN PÚBLICO,2012,18-30,FEMENINO,12
BALEARS (ILLES),LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
BALEARS (ILLES),OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,5
CANARIAS,CONTRA LAS PERSONAS,2012,18-30,FEMENINO,3460
CANARIAS,CONTRA LA LIBERTAD,2012,18-30,FEMENINO,454
CANARIAS,LIBERTAD SEXUAL,2012,18-30,FEMENINO,148
CANARIAS,RELACIONES FAMILIARES,2012,18-30,FEMENINO,192
CANARIAS,PATRIMONIO,2012,18-30,FEMENINO,4845
CANARIAS,SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,10
CANARIAS,FALSEDADES,2012,18-30,FEMENINO,24
CANARIAS,ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
CANARIAS,ADMÓN. JUSTICIA,2012,18-30,FEMENINO,274
CANARIAS,ORDEN PÚBLICO,2012,18-30,FEMENINO,7
CANARIAS,LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
CANARIAS,OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,30
CANTABRIA,CONTRA LAS PERSONAS,2012,18-30,FEMENINO,473
CANTABRIA,CONTRA LA LIBERTAD,2012,18-30,FEMENINO,64
CANTABRIA,LIBERTAD SEXUAL,2012,18-30,FEMENINO,16
CANTABRIA,RELACIONES FAMILIARES,2012,18-30,FEMENINO,4
CANTABRIA,PATRIMONIO,2012,18-30,FEMENINO,1113
CANTABRIA,SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,0
CANTABRIA,FALSEDADES,2012,18-30,FEMENINO,3
CANTABRIA,ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
CANTABRIA,ADMÓN. JUSTICIA,2012,18-30,FEMENINO,40
CANTABRIA,ORDEN PÚBLICO,2012,18-30,FEMENINO,0
CANTABRIA,LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
CANTABRIA,OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,2
CASTILLA Y LEÓN,CONTRA LAS PERSONAS,2012,18-30,FEMENINO,2042
CASTILLA Y LEÓN,CONTRA LA LIBERTAD,2012,18-30,FEMENINO,250
CASTILLA Y LEÓN,LIBERTAD SEXUAL,2012,18-30,FEMENINO,81
CASTILLA Y LEÓN,RELACIONES FAMILIARES,2012,18-30,FEMENINO,57
CASTILLA Y LEÓN,PATRIMONIO,2012,18-30,FEMENINO,4740
CASTILLA Y LEÓN,SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,0
CASTILLA Y LEÓN,FALSEDADES,2012,18-30,FEMENINO,28
CASTILLA Y LEÓN,ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
CASTILLA Y LEÓN,ADMÓN. JUSTICIA,2012,18-30,FEMENINO,140
CASTILLA Y LEÓN,ORDEN PÚBLICO,2012,18-30,FEMENINO,8
CASTILLA Y LEÓN,LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
CASTILLA Y LEÓN,OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,11
CASTILLA - LA MANCHA,CONTRA LAS PERSONAS,2012,18-30,FEMENINO,1969
CASTILLA - LA MANCHA,CONTRA LA LIBERTAD,2012,18-30,FEMENINO,271
CASTILLA - LA MANCHA,LIBERTAD SEXUAL,2012,18-30,FEMENINO,70
CASTILLA - LA MANCHA,RELACIONES FAMILIARES,2012,18-30,FEMENINO,71
CASTILLA - LA MANCHA,PATRIMONIO,2012,18-30,FEMENINO,2460
CASTILLA - LA MANCHA,SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,3
CASTILLA - LA MANCHA,FALSEDADES,2012,18-30,FEMENINO,36
CASTILLA - LA MANCHA,ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
CASTILLA - LA MANCHA,ADMÓN. JUSTICIA,2012,18-30,FEMENINO,179
CASTILLA - LA MANCHA,ORDEN PÚBLICO,2012,18-30,FEMENINO,6
CASTILLA - LA MANCHA,LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
CASTILLA - LA MANCHA,OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,8
CATALUÑA,CONTRA LAS PERSONAS,2012,18-30,FEMENINO,29
CATALUÑA,CONTRA LA LIBERTAD,2012,18-30,FEMENINO,25
CATALUÑA,LIBERTAD SEXUAL,2012,18-30,FEMENINO,62
CATALUÑA,RELACIONES FAMILIARES,2012,18-30,FEMENINO,6
CATALUÑA,PATRIMONIO,2012,18-30,FEMENINO,443
CATALUÑA,SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,1
CATALUÑA,FALSEDADES,2012,18-30,FEMENINO,21
CATALUÑA,ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
CATALUÑA,ADMÓN. JUSTICIA,2012,18-30,FEMENINO,3
CATALUÑA,ORDEN PÚBLICO,2012,18-30,FEMENINO,5
CATALUÑA,LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
CATALUÑA,OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,24
COMUNITAT VALENCIANA,CONTRA LAS PERSONAS,2012,18-30,FEMENINO,5485
COMUNITAT VALENCIANA,CONTRA LA LIBERTAD,2012,18-30,FEMENINO,896
COMUNITAT VALENCIANA,LIBERTAD SEXUAL,2012,18-30,FEMENINO,385
COMUNITAT VALENCIANA,RELACIONES FAMILIARES,2012,18-30,FEMENINO,144
COMUNITAT VALENCIANA,PATRIMONIO,2012,18-30,FEMENINO,11698
COMUNITAT VALENCIANA,SEGURIDAD COLECTIVA,2012,18-30,FEMENINO,29
COMUNITAT VALENCIANA,FALSEDADES,2012,18-30,FEMENINO,121
COMUNITAT VALENCIANA,ADMÓN. PÚBLICA,2012,18-30,FEMENINO,0
COMUNITAT VALENCIANA,ADMÓN. JUSTICIA,2012,18-30,FEMENINO,635
COMUNITAT VALENCIANA,ORDEN PÚBLICO,2012,18-30,FEMENINO,39
COMUNITAT VALENCIANA,LEGISLACIÓN ESPECIAL,2012,18-30,FEMENINO,0
COMUNITAT VALENCIANA,OTRAS INFRACCIONES PENALES,2012,18-30,FEMENINO,31
EXTREMADURA,CONTRA LAS PERSONAS,2012,18-30,FEMENINO,925
